breed_name,height,image_path,is_friendly,is_playful,is_protective,is_fast_learner,is_athletic,is_graceful
irish_red_and_white_setter,short,images/wiki/irish_red_and_white_setter_0.jpg,False,False,False,False,True,False
irish_red_and_white_setter,medium,images/wiki/irish_red_and_white_setter_1.jpg,False,False,False,False,True,False
irish_red_and_white_setter,x-short,images/wiki/irish_red_and_white_setter_3.jpg,False,False,False,False,True,False
irish_red_and_white_setter,x-short,images/wiki/irish_red_and_white_setter_4.jpg,False,False,False,False,True,False
irish_red_and_white_setter,x-short,images/wiki/irish_red_and_white_setter_5.jpg,False,False,False,False,True,False
karelian_bear_dog,x-short,images/wiki/karelian_bear_dog_0.jpg,False,False,False,False,False,False
keeshond,medium,images/wiki/keeshond_4.jpg,True,False,False,False,True,False
keeshond,medium,images/wiki/keeshond_5.jpg,True,False,False,False,True,False
mountain_cur,medium,images/wiki/mountain_cur_0.jpg,False,False,True,False,False,False
norwegian_elkhound,medium,images/wiki/norwegian_elkhound_1.jpg,True,False,True,False,False,False
norwegian_elkhound,short,images/wiki/norwegian_elkhound_2.jpg,True,False,True,False,False,False
nova_scotia_duck_tolling_retriever,medium,images/wiki/nova_scotia_duck_tolling_retriever_0.jpg,True,False,False,False,False,False
nova_scotia_duck_tolling_retriever,medium,images/wiki/nova_scotia_duck_tolling_retriever_1.jpg,True,False,False,False,False,False
nova_scotia_duck_tolling_retriever,medium,images/wiki/nova_scotia_duck_tolling_retriever_2.jpg,True,False,False,False,False,False
nova_scotia_duck_tolling_retriever,medium,images/wiki/nova_scotia_duck_tolling_retriever_3.jpg,True,False,False,False,False,False
pharaoh_hound,medium,images/wiki/pharaoh_hound_0.jpg,True,False,False,False,False,False
pharaoh_hound,medium,images/wiki/pharaoh_hound_1.jpg,True,False,False,False,False,False
pharaoh_hound,medium,images/wiki/pharaoh_hound_2.jpg,True,False,False,False,False,False
pharaoh_hound,medium,images/wiki/pharaoh_hound_3.jpg,True,False,False,False,False,False
plott_hound,medium,images/wiki/plott_hound_0.jpg,False,False,True,False,False,False
polish_lowland_sheepdog,medium,images/wiki/polish_lowland_sheepdog_2.jpg,False,False,False,False,True,False
portuguese_podengo,medium,images/wiki/portuguese_podengo_0.jpg,False,False,True,False,False,False
portuguese_pointer,x-short,images/wiki/portuguese_pointer_0.jpg,True,False,False,False,False,False
portuguese_water_dog,medium,images/wiki/portuguese_water_dog_0.jpg,True,False,False,False,True,False
portuguese_water_dog,medium,images/wiki/portuguese_water_dog_4.jpg,True,False,False,False,True,False
portuguese_water_dog,medium,images/wiki/portuguese_water_dog_5.jpg,True,False,False,False,True,False
portuguese_water_dog,medium,images/wiki/portuguese_water_dog_8.jpg,True,False,False,False,True,False
portuguese_water_dog,medium,images/wiki/portuguese_water_dog_9.jpg,True,False,False,False,True,False
portuguese_water_dog,medium,images/wiki/portuguese_water_dog_11.jpg,True,False,False,False,True,False
redbone_coonhound,tall,images/wiki/redbone_coonhound_3.jpg,False,False,False,True,False,False
redbone_coonhound,tall,images/wiki/redbone_coonhound_4.jpg,False,False,False,True,False,False
redbone_coonhound,tall,images/wiki/redbone_coonhound_5.jpg,False,False,False,True,False,False
saluki,tall,images/wiki/saluki_0.jpg,True,False,False,False,False,False
saluki,tall,images/wiki/saluki_1.jpg,True,False,False,False,False,False
saluki,tall,images/wiki/saluki_4.jpg,True,False,False,False,False,False
saluki,tall,images/wiki/saluki_5.jpg,True,False,False,False,False,False
saluki,tall,images/wiki/saluki_6.jpg,True,False,False,False,False,False
samoyed,x-short,images/wiki/samoyed_1.jpg,True,False,False,False,False,False
samoyed,x-short,images/wiki/samoyed_4.jpg,True,False,False,False,False,False
segugio_italiano,medium,images/wiki/segugio_italiano_0.jpg,True,False,False,True,False,False
shikoku,medium,images/wiki/shikoku_0.jpg,False,False,True,False,False,False
siberian_husky,short,images/wiki/siberian_husky_0.jpg,False,True,False,False,False,False
siberian_husky,x-short,images/wiki/siberian_husky_3.jpg,False,True,False,False,False,False
siberian_husky,medium,images/wiki/siberian_husky_5.jpg,False,True,False,False,False,False
siberian_husky,short,images/wiki/siberian_husky_7.jpg,False,True,False,False,False,False
skye_terrier,x-short,images/wiki/skye_terrier_1.jpg,False,False,False,False,False,False
skye_terrier,x-short,images/wiki/skye_terrier_4.jpg,False,False,False,False,False,False
sloughi,tall,images/wiki/sloughi_0.jpg,False,False,False,False,False,True
sloughi,tall,images/wiki/sloughi_1.jpg,False,False,False,False,False,True
slovensky_kopov,medium,images/wiki/slovensky_kopov_0.jpg,False,False,True,False,False,False
spanish_water_dog,tall,images/wiki/spanish_water_dog_0.jpg,False,False,False,False,False,False
spanish_water_dog,x-tall,images/wiki/spanish_water_dog_2.jpg,False,False,False,False,False,False
spanish_water_dog,x-tall,images/wiki/spanish_water_dog_4.jpg,False,False,False,False,False,False
spanish_water_dog,tall,images/wiki/spanish_water_dog_8.jpg,False,False,False,False,False,False
stabyhoun,medium,images/wiki/stabyhoun_1.jpg,False,False,False,False,False,False
stabyhoun,medium,images/wiki/stabyhoun_2.jpg,False,False,False,False,False,False
stabyhoun,medium,images/wiki/stabyhoun_3.jpg,False,False,False,False,False,False
stabyhoun,medium,images/wiki/stabyhoun_5.jpg,False,False,False,False,False,False
standard_schnauzer,short,images/wiki/standard_schnauzer_0.jpg,False,False,True,False,True,False
standard_schnauzer,x-short,images/wiki/standard_schnauzer_1.jpg,False,False,True,False,True,False
standard_schnauzer,short,images/wiki/standard_schnauzer_2.jpg,False,False,True,False,True,False
sussex_spaniel,short,images/wiki/sussex_spaniel_1.jpg,True,False,False,False,False,False
sussex_spaniel,short,images/wiki/sussex_spaniel_2.jpg,True,False,False,False,False,False
sussex_spaniel,short,images/wiki/sussex_spaniel_3.jpg,True,False,False,False,False,False
swedish_lapphund,medium,images/wiki/swedish_lapphund_0.jpg,False,False,False,False,True,False
thai_ridgeback,tall,images/wiki/thai_ridgeback_3.jpg,False,False,False,False,True,False
treeing_tennessee_brindle,medium,images/wiki/treeing_tennessee_brindle_0.jpg,True,False,True,False,False,False
treeing_walker_coonhound,tall,images/wiki/treeing_walker_coonhound_0.jpg,False,False,True,False,False,False
treeing_walker_coonhound,medium,images/wiki/treeing_walker_coonhound_3.jpg,False,False,True,False,False,False
vizsla,medium,images/wiki/vizsla_0.jpg,True,False,False,False,False,False
vizsla,medium,images/wiki/vizsla_1.jpg,True,False,False,False,False,False
vizsla,tall,images/wiki/vizsla_2.jpg,True,False,False,False,False,False
vizsla,tall,images/wiki/vizsla_3.jpg,True,False,False,False,False,False
vizsla,medium,images/wiki/vizsla_4.jpg,True,False,False,False,False,False
welsh_springer_spaniel,medium,images/wiki/welsh_springer_spaniel_0.jpg,True,False,False,False,False,False
welsh_springer_spaniel,medium,images/wiki/welsh_springer_spaniel_1.jpg,True,False,False,False,False,False
welsh_springer_spaniel,medium,images/wiki/welsh_springer_spaniel_5.jpg,True,False,False,False,False,False
wirehaired_vizsla,tall,images/wiki/wirehaired_vizsla_2.jpg,True,False,False,True,False,False
yakutian_laika,medium,images/wiki/yakutian_laika_1.jpg,True,False,False,False,False,False
yakutian_laika,medium,images/wiki/yakutian_laika_2.jpg,True,False,False,False,False,False
